Bankleitzahl,Bezeichnung,BIC
66450050,Sparkasse Offenburg/Ortenau,
66450050,Sparkasse Offenburg/Ortenau,
66450050,Sparkasse Offenburg/Ortenau,
66450050,Sparkasse Offenburg/Ortenau,
66450050,Sparkasse Offenburg/Ortenau,
66450050,Sparkasse Offenburg/Ortenau,
66450050,Sparkasse Offenburg/Ortenau,
66450050,Sparkasse Offenburg/Ortenau,
66450050,Sparkasse Offenburg/Ortenau,
66450050,Sparkasse Offenburg/Ortenau,
66450050,Sparkasse Offenburg/Ortenau,
66450050,Sparkasse Offenburg/Ortenau,
66450050,Sparkasse Offenburg/Ortenau,
66450050,Sparkasse Offenburg/Ortenau,
66451346,Sparkasse Gengenbach,SOLADES1GEB
66451346,Sparkasse Gengenbach,
66451346,Sparkasse Gengenbach,
66451548,Sparkasse Haslach-Zell,SOLADES1HAL
66451548,Sparkasse Haslach-Zell,
66451548,Sparkasse Haslach-Zell,
66451548,Sparkasse Haslach-Zell,
66451548,Sparkasse Haslach-Zell,
66451548,Sparkasse Haslach-Zell,
66451548,Sparkasse Haslach-Zell,
66451548,Sparkasse Haslach-Zell,
66451548,Sparkasse Haslach-Zell,
66451548,Sparkasse Haslach-Zell,
66451548,Sparkasse Haslach-Zell,
66451862,Sparkasse Hanauerland,SOLADES1KEL
66451862,Sparkasse Hanauerland,
66451862,Sparkasse Hanauerland,
66451862,Sparkasse Hanauerland,
66452776,Sparkasse Wolfach,SOLADES1WOF
66452776,Sparkasse Wolfach,
66452776,Sparkasse Wolfach,
66452776,Sparkasse Wolfach,
66452776,Sparkasse Wolfach,
66470024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB968
66470024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB970
66470024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB969
66470024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB971
66470035,Deutsche Bank,DEUTDE6F664
66470035,Deutsche Bank,DEUTDE6F665
66470035,Deutsche Bank,DEUTDE6F666
66470035,Deutsche Bank,DEUTDE6F667
66490000,Volksbank Offenburg,GENODE61OG1
66490000,Volksbank Offenburg,
66490000,Volksbank Offenburg,
66490000,Volksbank Offenburg,
66490000,Volksbank Offenburg,
66490000,Volksbank Offenburg,
66490000,Volksbank Offenburg,
66490000,Volksbank Offenburg,
66490000,Volksbank Offenburg,
66490000,Volksbank Offenburg,
66490000,Volksbank Offenburg (Gf P2),
66491800,Volksbank Bühl Fil Kehl,
66491800,Volksbank Bühl Zw Willstätt,
66492600,Volksbank Appenweier-Urloffen Appenweier -alt-,GENODE61APP
66492700,Volksbank Kinzigtal,GENODE61KZT
66492700,Volksbank Kinzigtal,
66492700,Volksbank Kinzigtal,
66492700,Volksbank Kinzigtal,
66492700,Volksbank Kinzigtal,
66492700,Volksbank Kinzigtal,
66492700,Volksbank Kinzigtal,
66492700,Volksbank Kinzigtal,
66492700,Volksbank Kinzigtal,
66492700,Volksbank Kinzigtal,
66492700,Volksbank Kinzigtal (Gf P2),
66550070,Sparkasse Rastatt-Gernsbach,SOLADES1RAS
66550070,Sparkasse Rastatt-Gernsbach,
66550070,Sparkasse Rastatt-Gernsbach,
66550070,Sparkasse Rastatt-Gernsbach,
66550070,Sparkasse Rastatt-Gernsbach,
66550070,Sparkasse Rastatt-Gernsbach,
66550070,Sparkasse Rastatt-Gernsbach,
66550070,Sparkasse Rastatt-Gernsbach,
66550070,Sparkasse Rastatt-Gernsbach,
66550070,Sparkasse Rastatt-Gernsbach,
66550070,Sparkasse Rastatt-Gernsbach,
66550070,Sparkasse Rastatt-Gernsbach,
66550070,Sparkasse Rastatt-Gernsbach,
66550070,Sparkasse Rastatt-Gernsbach,
66551290,Sparkasse Gaggenau-Kuppenheim -alt-,SOLADES1GAG
66562053,Raiffeisenbank Südhardt Durmersheim,GENODE61DUR
66562053,Raiffeisenbank Südhardt Durmersheim,
66562053,Raiffeisenbank Südhardt Durmersheim,
66562053,Raiffeisenbank Südhardt Durmersheim,
66562053,Raiffeisenbank Südhardt Durmersheim (Gf P2),
66562300,VR-Bank in Mittelbaden,GENODE61IFF
66562300,VR-Bank in Mittelbaden,
66562300,VR-Bank in Mittelbaden,
66562300,VR-Bank in Mittelbaden,
66562300,VR-Bank in Mittelbaden,
66562300,VR-Bank in Mittelbaden,
66562300,VR-Bank in Mittelbaden,
66562300,VR-Bank in Mittelbaden,
66562300,VR-Bank in Mittelbaden,
66562300,VR-Bank in Mittelbaden,
66562300,VR-Bank in Mittelbaden (Gf P2),
66600000,Bundesbank eh Pforzheim,MARKDEF1666
66610111,SEB,ESSEDE5F666
66620020,Baden-Württembergische Bank,SOLADEST666
66640035,Commerzbank,COBADEFF666
66640035,Commerzbank,
66650085,Sparkasse Pforzheim Calw,PZHSDE66XXX
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,PZHSDE66MUE
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66650085,Sparkasse Pforzheim Calw,
66661244,Raiffeisenbank Bauschlott,GENODE61NBT
66661244,Raiffeisenbank Bauschlott (Gf P2),
66661329,Raiffeisenbank Kieselbronn,GENODE61KBR
66661329,Raiffeisenbank Kieselbronn (Gf P2),
66661454,VR Bank im Enzkreis,GENODE61NFO
66661454,VR Bank im Enzkreis,
66661454,VR Bank im Enzkreis,
66661454,VR Bank im Enzkreis,
66661454,VR Bank im Enzkreis,
66661454,VR Bank im Enzkreis,
66661454,VR Bank im Enzkreis (Gf P2),
66662155,Raiffeisenbank Ersingen,GENODE61ERS
66662155,Raiffeisenbank Ersingen (Gf P2),
66662220,Volksbank Stein Eisingen,GENODE61KBS
66662220,Volksbank Stein Eisingen,
66662220,Volksbank Stein Eisingen (Gf P2),
66662220,Volksbank Stein Eisingen Zw Bilfingen,
66662220,Volksbank Stein Eisingen Zw Eisingen,
66663439,Raiffeisen-Gebietsbank,GENODE61NHS
66670006,Deutsche Bank,DEUTDESM666
66670006,Deutsche Bank,DEUTDESM677
66670024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB666
66670024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB677
66680013,Commerzbank vormals Dresdner Bank,DRESDEFF666
66680013,Commerzbank vormals Dresdner Bank,
66690000,Volksbank Pforzheim,VBPFDE66XXX
66690000,Volksbank Pforzheim (Gf P2),
66690000,Volksbank Pforzheim Gs Birkenfeld,
66690000,Volksbank Pforzheim Gs Dietlingen,
66690000,Volksbank Pforzheim Gs Dobel,
66690000,Volksbank Pforzheim Gs Grunbach,
66690000,Volksbank Pforzheim Gs Illingen,
66690000,Volksbank Pforzheim Gs Ispringen,
66690000,Volksbank Pforzheim Gs Niefern-Öschelbronn,
66690000,Volksbank Pforzheim Gs Ölbronn u Dürrn,
66690000,Volksbank Pforzheim Gs Ötisheim,
66690000,Volksbank Pforzheim Gs Schömberg,
66690000,Volksbank Pforzheim Gs Straubenhardt,
66690000,Volksbank Pforzheim Gs Tiefenbronn,
66690000,Volksbank Pforzheim Gs Wiernsheim,
66690000,Volksbank Pforzheim Gs Wurmberg,
66690000,Volksbank Pforzheim Zw Knittlingen,
66690000,Volksbank Pforzheim Zw Mühlacker,
66690000,Volksbank Pforzheim Zw Neuenbürg,
66690000,Volksbank Pforzheim Zw Wildbad,
66692300,Volksbank Wilferdingen-Keltern,GENODE61WIR
66692300,Volksbank Wilferdingen-Keltern,
66692300,Volksbank Wilferdingen-Keltern,
66692300,Volksbank Wilferdingen-Keltern,
66692300,Volksbank Wilferdingen-Keltern,
66692300,Volksbank Wilferdingen-Keltern,
66692300,Volksbank Wilferdingen-Keltern (Gf P2),
66762332,Raiffeisenbank Kraichgau,GENODE61KIR
66762332,Raiffeisenbank Kraichgau,
66762332,Raiffeisenbank Kraichgau,
66762332,Raiffeisenbank Kraichgau,
66762332,Raiffeisenbank Kraichgau (Gf P2),
66762433,Raiffeisenbank Neudenau-Stein-Herbolzheim,GENODE61NEU
66762433,Raiffeisenbank Neudenau-Stein-Herbolzheim,
66762433,Raiffeisenbank Neudenau-Stein-Herbolzheim (Gf P2),
67000000,Bundesbank eh Mannheim,MARKDEF1670
67010111,SEB,ESSEDE5F670
67010111,SEB,ESSEDE5F435
67010111,SEB,ESSEDE5F675
67020020,Baden-Württembergische Bank,SOLADEST671
67020190,UniCredit Bank - HypoVereinsbank,HYVEDEMM489
67020190,UniCredit Bank - HypoVereinsbank,HYVEDEMM489
67020190,UniCredit Bank - HypoVereinsbank,HYVEDEMM489
67020259,UniCredit Bank - HypoVereinsbank Ndl 681 Mnh,HYVEDEM1103
67040031,Commerzbank,COBADEFF670
67040031,Commerzbank,COBADEFF671
67040031,Commerzbank,COBADEFF677
67040031,Commerzbank,COBADEFF673
67040031,Commerzbank,COBADEFF676
67040031,Commerzbank,COBADEFF675
67040031,Commerzbank,COBADEFF678
67040031,Commerzbank,COBADEFF674
67040031,Commerzbank,
67040031,Commerzbank,
67040031,Commerzbank,
67040031,Commerzbank,
67040031,Commerzbank,
67040060,Commerzbank CC,COBADEFF094
67040061,Commerzbank CC,COBADEFF095
67040085,"Commerzbank, Gf Web-K",COBADEFFINT
67050000,Landesbank Baden-Württemberg,SOLADEST670
67050505,Sparkasse Rhein Neckar Nord,MANSDE66XXX
67050505,Sparkasse Rhein Neckar Nord,
67050505,Sparkasse Rhein Neckar Nord,
67050505,Sparkasse Rhein Neckar Nord,
67050505,Sparkasse Rhein Neckar Nord,
67050505,Sparkasse Rhein Neckar Nord,
67050505,Sparkasse Rhein Neckar Nord,
67050505,Sparkasse Rhein Neckar Nord,
67050505,Sparkasse Rhein Neckar Nord,
67050505,Sparkasse Rhein Neckar Nord,
67051203,Sparkasse Hockenheim,SOLADES1HOC
67051203,Sparkasse Hockenheim,
67051203,Sparkasse Hockenheim,
67051203,Sparkasse Hockenheim,
67060031,Volksbank Sandhofen,GENODE61MA3
67060031,Volksbank Sandhofen (Gf P2),
67070010,Deutsche Bank,DEUTDESMXXX
67070010,Deutsche Bank,DEUTDESM676
67070010,Deutsche Bank,DEUTDESM675
67070010,Deutsche Bank,DEUTDESM673
67070010,Deutsche Bank,DEUTDESM670
67070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDBMAN
67070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB676
67070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB673
67070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB675
67070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB670
67080050,Commerzbank vormals Dresdner Bank,DRESDEFF670
67080050,Commerzbank vormals Dresdner Bank,
67080050,Commerzbank vormals Dresdner Bank,
67080050,Commerzbank vormals Dresdner Bank,
67080050,Commerzbank vormals Dresdner Bank,
67080050,Commerzbank vormals Dresdner Bank,
67080050,Commerzbank vormals Dresdner Bank,
67080050,Commerzbank vormals Dresdner Bank,
67080050,Commerzbank vormals Dresdner Bank,
67080050,Commerzbank vormals Dresdner Bank,
67080050,Commerzbank vormals Dresdner Bank,
67080050,Commerzbank vormals Dresdner Bank,
67080085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2",DRESDEFFI60
67080086,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 3",DRESDEFFI61
67089440,Commerzbank vormals Dresdner Bank ITGK,DRESDEFFI22
67090000,VR Bank Rhein-Neckar,GENODE61MA2
67090000,VR Bank Rhein-Neckar,
67090000,VR Bank Rhein-Neckar,
67090000,VR Bank Rhein-Neckar,
67090000,VR Bank Rhein-Neckar,
67090000,VR Bank Rhein-Neckar,
67090000,VR Bank Rhein-Neckar,
67090000,VR Bank Rhein-Neckar,
67090000,VR Bank Rhein-Neckar,
67090000,VR Bank Rhein-Neckar,
67090000,VR Bank Rhein-Neckar,
67090000,VR Bank Rhein-Neckar,
67090000,VR Bank Rhein-Neckar,
67090000,VR Bank Rhein-Neckar (Gf P2),
67090617,apoBank,DAAEDED1017
67091500,Volksbank Kurpfalz H+G Bank,GENODE61LDB
67091500,Volksbank Kurpfalz H + G Bank,
67091500,Volksbank Kurpfalz H+G Bank,
67091500,Volksbank Kurpfalz H+G Bank,
67091500,Volksbank Kurpfalz H+G Bank,
67091500,Volksbank Kurpfalz H+G Bank,
67091500,Volksbank Kurpfalz H+G Bank,
67091500,Volksbank Kurpfalz H+G Bank (Gf P2),
67092300,Volksbank Weinheim,GENODE61WNM
67092300,Volksbank Weinheim,
67092300,Volksbank Weinheim (Gf P2),
67092300,Volksbank Weinheim Zw Birkenau,
67092300,Volksbank Weinheim Zw Hemsbach,
67092300,Volksbank Weinheim Zw Mörlenbach,
67092300,Volksbank Weinheim Zw Wald-Michelbach,
67210111,SEB,ESSEDE5F672
67210111,SEB,ESSEDE5F673
67220020,Baden-Württembergische Bank,SOLADEST672
67220286,UniCredit Bank - HypoVereinsbank,HYVEDEMM479
67220464,UniCredit Bank - HypoVereinsbank Ndl 488 Hd,HYVEDEM1087
67230000,MLP Finanzdienstleistungen,MLPBDE61XXX
67230001,MLP Finanzdienstleistungen Zw CS,MLPBDE61001
67240039,Commerzbank,COBADEFF672
67240039,Commerzbank,
67250020,Sparkasse Heidelberg,SOLADES1HDB
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67250020,Sparkasse Heidelberg,
67262243,Raiffeisen Privatbank,GENODE61WIB
67262243,Raiffeisen Privatbank,
67262243,Raiffeisen Privatbank (Gf P2),
67262550,Volksbank Rot,GENODE61LRO
67262550,Volksbank Rot (Gf P2),
67270003,Deutsche Bank,DEUTDESM672
67270003,Deutsche Bank,DEUTDESM674
67270003,Deutsche Bank,DEUTDESM678
67270024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB672
67270024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB674
67270024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB678
67280051,Commerzbank vormals Dresdner Bank,DRESDEFF672
67280051,Commerzbank vormals Dresdner Bank,
67290000,Heidelberger Volksbank,GENODE61HD1
67290000,Heidelberger Volksbank,
67290000,Heidelberger Volksbank,
67290000,Heidelberger Volksbank (Gf P2),
67290100,Volksbank Kurpfalz H+G Bank,GENODE61HD3
67290100,Volksbank Kurpfalz H+G Bank,
67290100,Volksbank Kurpfalz H+G Bank (Gf P2),
67291500,Volksbank f d Angelbachtal -alt-,GENODE61MHS
67291500,Volksbank f d Angelbachtal (Gf P2),
67291700,Volksbank Neckartal,GENODE61NGD
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal,
67291700,Volksbank Neckartal (Gf P2),
67291900,Volksbank Kraichgau -alt-,GENODE61SSH
67291900,Volksbank Kraichgau,
67291900,Volksbank Kraichgau,
67291900,Volksbank Kraichgau,
67291900,Volksbank Kraichgau,
67291900,Volksbank Kraichgau,
67291900,Volksbank Kraichgau,
67291900,Volksbank Kraichgau,
67291900,Volksbank Kraichgau (Gf P2),
67292200,Volksbank Kraichgau Wiesloch-Sinsheim,GENODE61WIE
67292200,Volksbank Kraichgau Wiesloch-Sinsheim,
67292200,Volksbank Kraichgau Wiesloch-Sinsheim,
67292200,Volksbank Kraichgau Wiesloch-Sinsheim,
67292200,Volksbank Kraichgau Wiesloch-Sinsheim,
67292200,Volksbank Kraichgau Wiesloch-Sinsheim,
67292200,Volksbank Kraichgau Wiesloch-Sinsheim,
67292200,Volksbank Kraichgau Wiesloch-Sinsheim,
67292200,Volksbank Kraichgau Wiesloch-Sinsheim,
67292200,Volksbank Kraichgau Wiesloch-Sinsheim,
67292200,Volksbank Kraichgau Wiesloch-Sinsheim,
67292200,Volksbank Kraichgau Wiesloch-Sinsheim,
67292200,Volksbank Kraichgau Wiesloch-Sinsheim (Gf P2),
67320020,Baden-Württembergische Bank,SOLADEST623
67332551,Baden-Württembergische Bank,SOLADEST675
67352565,Sparkasse Tauberfranken,SOLADES1TBB
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67352565,Sparkasse Tauberfranken,
67362560,Volksbank Tauber -alt-,GENODE61TBB
67390000,Volksbank Main-Tauber,GENODE61WTH
67390000,Volksbank Main-Tauber,
67390000,Volksbank Main-Tauber,
67390000,Volksbank Main-Tauber,
67390000,Volksbank Main-Tauber,
67390000,Volksbank Main-Tauber,
67390000,Volksbank Main-Tauber,
67390000,Volksbank Main-Tauber,
67390000,Volksbank Main-Tauber,
67390000,Volksbank Main-Tauber,
67390000,Volksbank Main-Tauber,
67390000,Volksbank Main-Tauber,
67390000,Volksbank Main-Tauber,
67390000,Volksbank Main-Tauber,
67390000,Volksbank Main-Tauber,
67390000,Volksbank Main-Tauber,
67390000,Volksbank Main-Tauber (Gf P2),
67450048,Sparkasse Neckartal-Odenwald,SOLADES1MOS
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67450048,Sparkasse Neckartal-Odenwald,
67460041,Volksbank Mosbach,GENODE61MOS
67460041,Volksbank Mosbach (Gf P2),
67460041,Volksbank Mosbach Ndl Aglasterhausen,
67460041,Volksbank Mosbach Zw,
67460041,Volksbank Mosbach Zw,
67460041,Volksbank Mosbach Zw,
67460041,Volksbank Mosbach Zw,
67460041,Volksbank Mosbach Zw,
67460041,Volksbank Mosbach Zw,
67460041,Volksbank Mosbach Zw,
67461424,Volksbank Franken,GENODE61BUC
67461424,Volksbank Franken,
67461424,Volksbank Franken,
67461424,Volksbank Franken,
67461424,Volksbank Franken,
67461424,Volksbank Franken (Gf P2),
67461424,Volksbank Franken Zw,
67461424,Volksbank Franken Zw,
67461733,Volksbank Kirnau,GENODE61RNG
67461733,Volksbank Kirnau,
67461733,Volksbank Kirnau,
67461733,Volksbank Kirnau,
67461733,Volksbank Kirnau (Gf P2),
67462368,Volksbank Limbach,GENODE61LMB
67462368,Volksbank Limbach (Gf P2),
67462368,Volksbank Limbach Zw Trienz,
67462480,Raiffeisenbank Schefflenz-Seckach -alt-,GENODE61SOB
68000000,Bundesbank,MARKDEF1680
68010111,SEB,ESSEDE5F680
68020020,Baden-Württembergische Bank,SOLADEST682
68020186,UniCredit Bank - HypoVereinsbank,HYVEDEMM357
68020186,UniCredit Bank - HypoVereinsbank,HYVEDEMM357
68020186,UniCredit Bank - HypoVereinsbank,HYVEDEMM357
68020460,UniCredit Bank - HypoVereinsbank Ndl 405 Frb,HYVEDEM1082
68030000,Bankhaus E. Mayer,BKMADE61XXX
68040007,Commerzbank,COBADEFF680
68040007,Commerzbank,COBADEFF682
68040007,Commerzbank,COBADEFF681
68040007,Commerzbank,
68040007,Commerzbank,
68040007,Commerzbank,
68050000,Landesbank Baden-Württemberg,SOLADEST680
68050101,Sparkasse Freiburg-Nördlicher Breisgau,FRSPDE66XXX
68050101,Sparkasse Freiburg-Nördlicher Breisgau,
68050101,Sparkasse Freiburg-Nördlicher Breisgau,
68050101,Sparkasse Freiburg-Nördlicher Breisgau,
68050101,Sparkasse Freiburg-Nördlicher Breisgau,
68051004,Sparkasse Hochschwarzwald,SOLADES1HSW
68051004,Sparkasse Hochschwarzwald,
68051004,Sparkasse Hochschwarzwald,
68051004,Sparkasse Hochschwarzwald,
68051004,Sparkasse Hochschwarzwald,
68051004,Sparkasse Hochschwarzwald,
68051004,Sparkasse Hochschwarzwald,
68051004,Sparkasse Hochschwarzwald,
68051004,Sparkasse Hochschwarzwald,
68051004,Sparkasse Hochschwarzwald,
68051004,Sparkasse Hochschwarzwald,
68051004,Sparkasse Hochschwarzwald,
68051004,Sparkasse Hochschwarzwald,
68051004,Sparkasse Hochschwarzwald,
68051207,Sparkasse Bonndorf-Stühlingen,SOLADES1BND
68051207,Sparkasse Bonndorf-Stühlingen,
68051207,Sparkasse Bonndorf-Stühlingen,
68051207,Sparkasse Bonndorf-Stühlingen,
68051207,Sparkasse Bonndorf-Stühlingen,
68051207,Sparkasse Bonndorf-Stühlingen,
68051310,Sparkasse Breisach -alt-,SOLADES1BRS
68052230,Sparkasse St. Blasien,SOLADES1STB
68052230,Sparkasse St. Blasien,
68052230,Sparkasse St. Blasien,
68052230,Sparkasse St. Blasien,
68052230,Sparkasse St. Blasien,
68052230,Sparkasse St. Blasien,
68052328,Sparkasse Staufen-Breisach,SOLADES1STF
68052328,Sparkasse Staufen-Breisach,
68052328,Sparkasse Staufen-Breisach,
68052328,Sparkasse Staufen-Breisach,
68052328,Sparkasse Staufen-Breisach,
68052328,Sparkasse Staufen-Breisach,
68052328,Sparkasse Staufen-Breisach,
68052328,Sparkasse Staufen-Breisach,
68052328,Sparkasse Staufen-Breisach,
68052328,Sparkasse Staufen-Breisach,
68052328,Sparkasse Staufen-Breisach,
68052328,Sparkasse Staufen-Breisach,
68052328,Sparkasse Staufen-Breisach,
68052328,Sparkasse Staufen-Breisach,
68052328,Sparkasse Staufen-Breisach,
68052328,Sparkasse Staufen-Breisach,
68052328,Sparkasse Staufen-Breisach,
68052328,Sparkasse Staufen-Breisach,
68052863,Sparkasse Schönau-Todtnau,SOLADES1SCH
68052863,Sparkasse Schönau-Todtnau,
68061505,Volksbank Breisgau-Süd,GENODE61IHR
68061505,Volksbank Breisgau-Süd,
68061505,Volksbank Breisgau-Süd,
68061505,Volksbank Breisgau-Süd,
68061505,Volksbank Breisgau-Süd,
68061505,Volksbank Breisgau-Süd,
68061505,Volksbank Breisgau-Süd,
68061505,Volksbank Breisgau-Süd,
68061505,Volksbank Breisgau-Süd,
68061505,Volksbank Breisgau-Süd,
68061505,Volksbank Breisgau-Süd,
68061505,Volksbank Breisgau-Süd,
68061505,Volksbank Breisgau-Süd,
68061505,Volksbank Breisgau-Süd (Gf P2),
68062105,Raiffeisenbank Denzlingen-Sexau,GENODE61DEN
68062105,Raiffeisenbank Denzlingen-Sexau,
68062105,Raiffeisenbank Denzlingen-Sexau (Gf P2),
68062730,Raiffeisenbank Wyhl,GENODE61WYH
68062730,Raiffeisenbank Wyhl (Gf P2),
68063254,Spar- u Kreditbank Bad Krozingen-Heitersheim,GENODE61HHM
68063479,Raiffeisenbank Kaiserstuhl,GENODE61VOK
68063479,Raiffeisenbank Kaiserstuhl (Gf P2),
68063479,Raiffeisenbank Kaiserstuhl Vogtsburg Zw,
68064222,Raiffeisenbank,GENODE61GUN
68064222,Raiffeisenbank (Gf P2),
68064222,Raiffeisenbank Gundelfingen Zw,
68064222,Raiffeisenbank Gundelfingen Zw,
68064222,Raiffeisenbank Gundelfingen Zw,
68064222,Raiffeisenbank Gundelfingen Zw,
68064222,Raiffeisenbank Gundelfingen Zw Holzhausen,
68070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDBFRE
68070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB681
68070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB685
68070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB689
68070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB687
68070030,Deutsche Bank,DEUTDE6FXXX
68070030,Deutsche Bank,DEUTDE6F681
68070030,Deutsche Bank,DEUTDE6F685
68070030,Deutsche Bank,DEUTDE6F687
68070030,Deutsche Bank,DEUTDE6F689
68080030,Commerzbank vormals Dresdner Bank,DRESDEFF680
68080030,Commerzbank vormals Dresdner Bank,
68080030,Commerzbank vormals Dresdner Bank,
68080030,Commerzbank vormals Dresdner Bank,
