Bankleitzahl,Bezeichnung,BIC
38040007,Commerzbank,COBADEFF359
38040007,Commerzbank,COBADEFF386
38050000,Sparkasse Bonn -alt-,COLSDE33BON
38051290,Stadtsparkasse Bad Honnef,WELADED1HON
38060186,Volksbank Bonn Rhein-Sieg,GENODED1BRS
38060186,Volksbank Bonn Rhein-Sieg,
38060186,Volksbank Bonn Rhein-Sieg,
38060186,Volksbank Bonn Rhein-Sieg,
38060186,Volksbank Bonn Rhein-Sieg,
38060186,Volksbank Bonn Rhein-Sieg,
38060186,Volksbank Bonn Rhein-Sieg,
38060186,Volksbank Bonn Rhein-Sieg,
38060186,Volksbank Bonn Rhein-Sieg,
38060186,Volksbank Bonn Rhein-Sieg,
38060186,Volksbank Bonn Rhein-Sieg (Gf P2),
38070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB380
38070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB944
38070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB943
38070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB946
38070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB942
38070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB945
38070059,Deutsche Bank,DEUTDEDK380
38070059,Deutsche Bank,DEUTDEDK385
38070059,Deutsche Bank,DEUTDEDK389
38070059,Deutsche Bank,DEUTDEDK388
38070059,Deutsche Bank,DEUTDEDK384
38070059,Deutsche Bank,DEUTDEDK387
38070724,Deutsche Bank Privat und Geschäftskunden F 950,DEUTDEDBXXX
38077724,Deutsche Bank Privat und Geschäftskunden F 950,DEUTDEDB383
38080055,Commerzbank vormals Dresdner Bank,DRESDEFF380
38160220,VR-Bank Bonn,GENODED1HBO
38160220,VR-Bank Bonn,
38160220,VR-Bank Bonn (Gf P2),
38250110,Kreissparkasse Euskirchen,WELADED1EUS
38250110,Kreissparkasse Euskirchen,
38250110,Kreissparkasse Euskirchen,
38250110,Kreissparkasse Euskirchen,
38250110,Kreissparkasse Euskirchen,
38250110,Kreissparkasse Euskirchen,
38260082,Volksbank Euskirchen,GENODED1EVB
38260082,Volksbank Euskirchen,
38260082,Volksbank Euskirchen,
38260082,Volksbank Euskirchen,
38260082,Volksbank Euskirchen,
38260082,Volksbank Euskirchen,
38260082,Volksbank Euskirchen,
38260082,Volksbank Euskirchen,
38260082,Volksbank Euskirchen (Gf P2),
38440016,Commerzbank,COBADEFF384
38440016,Commerzbank,COBADEFF388
38440016,Commerzbank,COBADEFF389
38440016,Commerzbank,COBADEFF379
38450000,Sparkasse Gummersbach-Bergneustadt,WELADED1GMB
38450000,Sparkasse Gummersbach-Bergneustadt,
38452490,Sparkasse der Homburgischen Gemeinden,WELADED1WIE
38452490,Sparkasse der Homburgischen Gemeinden,
38462135,Volksbank Oberberg,GENODED1WIL
38462135,Raiffeisenbank Hückeswagen Zndl d VB Oberberg,
38462135,Raiffeisenbank Morsbach Zndl d VB Oberberg,
38462135,Raiffeisenbank Nümbrecht Zndl d VB Oberberg,
38462135,Raiffeisenbank Radevormwald Zndl d VB Oberberg,
38462135,Raiffeisenbank Waldbröl Zndl d VB Oberberg,
38462135,Volksbank Oberberg,
38462135,Volksbank Oberberg,
38462135,Volksbank Oberberg,
38462135,Volksbank Oberberg,
38462135,Volksbank Oberberg,
38462135,Volksbank Oberberg (Gf P2),
38470024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB384
38470024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB385
38470024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB388
38470024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB389
38470024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB387
38470091,Deutsche Bank,DEUTDEDW384
38470091,Deutsche Bank,DEUTDEDW385
38470091,Deutsche Bank,DEUTDEDW388
38470091,Deutsche Bank,DEUTDEDW389
38470091,Deutsche Bank,DEUTDEDW387
38600000,Bundesbank eh Siegburg,MARKDEF1386
38621500,Steyler Bank,GENODED1STB
38650000,Kreissparkasse Siegburg,WELADED1SGB
38651390,Sparkasse Hennef,WELADED1HEN
39000000,Bundesbank eh Aachen,MARKDEF1390
39010111,SEB,ESSEDE5F390
39010111,SEB,ESSEDE5F391
39020000,Aachener Bausparkasse,AABSDE31XXX
39040013,Commerzbank,COBADEFF390
39040013,Commerzbank,COBADEFF391
39040013,Commerzbank,COBADEFF393
39040013,Commerzbank,COBADEFF397
39040013,Commerzbank,COBADEFF392
39040013,Commerzbank,COBADEFF394
39040013,Commerzbank,COBADEFF396
39040013,Commerzbank,
39040013,Commerzbank,
39040013,Commerzbank,
39050000,Sparkasse Aachen,AACSDE33XXX
39050000,Sparkasse Aachen,
39050000,Sparkasse Aachen,
39050000,Sparkasse Aachen,
39050000,Sparkasse Aachen,
39050000,Sparkasse Aachen,
39050000,Sparkasse Aachen,
39050000,Sparkasse Aachen,
39050000,Sparkasse Aachen,
39050000,Sparkasse Aachen,
39060180,Aachener Bank,GENODED1AAC
39060180,Aachener Bank,
39060180,Aachener Bank,
39060180,Aachener Bank,
39060180,Aachener Bank,
39060180,Aachener Bank,
39060180,Aachener Bank (Gf P2),
39060630,apoBank,DAAEDED1030
39061981,Heinsberger Volksbank,GENODED1HNB
39061981,Heinsberger Volksbank (Gf P2),
39070020,Deutsche Bank,DEUTDEDK390
39070020,Deutsche Bank,DEUTDEDK391
39070020,Deutsche Bank,DEUTDEDK398
39070020,Deutsche Bank,
39070020,Deutsche Bank,DEUTDEDK392
39070020,Deutsche Bank,DEUTDEDK394
39070020,Deutsche Bank,DEUTDEDK397
39070020,Deutsche Bank,DEUTDEDK399
39070020,Deutsche Bank,DEUTDEDK393
39070020,Deutsche Bank,DEUTDEDK400
39070020,Deutsche Bank,DEUTDEDK401
39070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB390
39070024,Deutsche Bank Privat und Geschäftskunden,
39070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB398
39070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB391
39070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB948
39070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB397
39070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB394
39070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB392
39070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB393
39070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB399
39070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB947
39080005,Commerzbank vormals Dresdner Bank,DRESDEFF390
39080005,Commerzbank vormals Dresdner Bank,
39080005,Commerzbank vormals Dresdner Bank,
39080005,Commerzbank vormals Dresdner Bank,
39080005,Commerzbank vormals Dresdner Bank,
39080005,Commerzbank vormals Dresdner Bank Fil Kohlscheid,
39080098,Commerzbank vormals Dresdner Bank Zw 98,DRESDEFFI37
39080099,Commerzbank vormals Dresdner Bank Zw 99,DRESDEFFI38
39160191,Pax-Bank,GENODED1PA1
39161490,Volksbank Aachen Süd,GENODED1AAS
39162980,VR-Bank,GENODED1WUR
39162980,VR-Bank,
39162980,VR-Bank,
39162980,VR-Bank,
39162980,VR-Bank,
39162980,VR-Bank,
39162980,VR-Bank,
39162980,VR-Bank,
39162980,VR-Bank,
39162980,VR-Bank (Gf P2),
39362254,Raiffeisen-Bank Eschweiler,GENODED1RSC
39362254,Raiffeisen-Bank Eschweiler (Gf P2),
39500000,Bundesbank eh Düren,MARKDEF1395
39540052,Commerzbank,COBADEFF395
39550110,Sparkasse Düren,SDUEDE33XXX
39550110,Sparkasse Düren,
39550110,Sparkasse Düren,
39550110,Sparkasse Düren,
39550110,Sparkasse Düren,
39550110,Sparkasse Düren,
39550110,Sparkasse Düren,
39550110,Sparkasse Düren,
39550110,Sparkasse Düren,
39550110,Sparkasse Düren,
39550110,Sparkasse Düren,
39550110,Sparkasse Düren,
39550110,Sparkasse Düren,
39550110,Sparkasse Düren,
39550110,Sparkasse Düren,
39560201,Volksbank Düren,GENODED1DUE
39560201,Volksbank Düren (Gf P2),
39560201,Volksbank Düren Zw,
39560201,Volksbank Düren Zw,
39560201,Volksbank Düren Zw Kelz,
39560201,Volksbank Düren Zw Schlich,
39570024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB395
39570024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB396
39570061,Deutsche Bank,DEUTDEDK395
39570061,Deutsche Bank,DEUTDEDK396
39580041,Commerzbank vormals Dresdner Bank,DRESDEFF395
39580041,Commerzbank vormals Dresdner Bank,
39580041,Commerzbank vormals Dresdner Bank,
39580041,Commerzbank vormals Dresdner Bank,
39580041,Commerzbank vormals Dresdner Bank,
39580041,Commerzbank vormals Dresdner Bank,
40000000,Bundesbank eh Münster,MARKDEF1400
40010111,SEB,ESSEDE5F400
40022000,NRW.BANK,NRWBDEDMMST
40030000,Münsterländische Bank Thie & Co,MLBKDEH1MUE
40040028,Commerzbank,COBADEFF400
40040028,Commerzbank,COBADEFF405
40040028,Commerzbank,COBADEFF402
40040028,Commerzbank,COBADEFF401
40040028,Commerzbank,COBADEFF407
40040028,Commerzbank,COBADEFF404
40040028,Commerzbank,
40040028,Commerzbank,
40050000,Landesbank Hessen-Thüringen Girozentrale NL. Düsseldorf,WELADE3MXXX
40050150,Sparkasse Münsterland Ost,WELADED1MST
40050150,Sparkasse Münsterland Ost,
40050150,Sparkasse Münsterland Ost,
40050150,Sparkasse Münsterland Ost,
40050150,Sparkasse Münsterland Ost,
40050150,Sparkasse Münsterland Ost,
40050150,Sparkasse Münsterland Ost,
40050150,Sparkasse Münsterland Ost,
40050150,Sparkasse Münsterland Ost,
40050150,Sparkasse Münsterland Ost,
40050150,Sparkasse Münsterland Ost,
40055555,LBS Westdeutsche Landesbausparkasse,LBSWDE31XXX
40060000,WGZ Bank,GENODEMSXXX
40060000,WGZ Bank (Gf P2),
40060265,DKM Darlehnskasse Münster,GENODEM1DKM
40060265,DKM Darlehnskasse Münster (Gf P2),
40060300,WL BANK Westfälische Landschaft Bodenkreditbank,GENODEM1WLM
40060300,WL BANK Westfälische Landschaft Bodenkreditbank (Gf P2),
40060560,Sparda-Bank Münster,GENODEF1S08
40060560,Sparda-Bank Münster,
40060560,Sparda-Bank Münster,
40060560,Sparda-Bank Münster,
40060560,Sparda-Bank Münster,
40060560,Sparda-Bank Münster,
40060560,Sparda-Bank Münster,
40060560,Sparda-Bank Münster,
40060614,apoBank,DAAEDED1014
40061238,Volksbank Greven,GENODEM1GRV
40061238,Volksbank Altenberge Zndl d VB Greven,
40061238,Volksbank Greven (Gf P2),
40061238,Volksbank Nordwalde Zndl d VB Greven,
40069226,Volksbank Lette-Darup-Rorup,GENODEM1CND
40069226,Volksbank Lette-Darup-Rorup,
40069226,Volksbank Lette-Darup-Rorup,
40069226,Volksbank Lette-Darup-Rorup (Gf P2),
40069266,Volksbank Marsberg,GENODEM1MAS
40069266,Volksbank Marsberg (Gf P2),
40069283,Volksbank Schlangen,GENODEM1SLN
40069283,Spar-u Darlehnsk B Lippspr Zndl d VB Schlangen,
40069283,Volksbank Schlangen (Gf P2),
40069348,Volksbank Medebach -alt-,GENODEM1MDB
40069348,Volksbank Medebach (Gf P2),
40069362,Volksbank,GENODEM1SAE
40069362,Volksbank (Gf P2),
40069363,Volksbank Schermbeck,GENODEM1SMB
40069363,Volksbank Schermbeck (Gf P2),
40069371,Volksbank Thülen,GENODEM1BTH
40069371,Volksbank Thülen (Gf P2),
40069408,Volksbank Baumberge,GENODEM1BAU
40069408,Volksbank Baumberge,
40069408,Volksbank Baumberge,
40069408,Volksbank Baumberge,
40069408,Volksbank Baumberge (Gf P2),
40069462,Volksbank Sprakel,GENODEM1MSS
40069462,Volksbank Sprakel (Gf P2),
40069477,Volksbank Wulfen -alt-,GENODEM1DWU
40069546,Volksbank Senden,GENODEM1SDN
40069546,Volksbank Senden (Gf P2),
40069600,Volksbank Amelsbüren,GENODEM1MAB
40069600,Volksbank Amelsbüren (Gf P2),
40069601,Volksbank Ascheberg-Herbern,GENODEM1CAN
40069601,Volksbank Ascheberg-Herbern (Gf P2),
40069606,Volksbank Erle,GENODEM1ERR
40069606,Volksbank Erle (Gf P2),
40069622,Volksbank Seppenrade,GENODEM1LSP
40069622,Volksbank Seppenrade (Gf P2),
40069636,Volksbank Lette -alt-,GENODEM1CLE
40069709,Volksbank Lembeck-Rhade,GENODEM1DLR
40069709,Volksbank Lembeck-Rhade (Gf P2),
40069716,Volksbank Südkirchen-Capelle-Nordkirchen,GENODEM1SCN
40069716,Volksbank Südkirchen-Capelle-Nordkirchen (Gf P2),
40070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB400
40070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB949
40070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB950
40070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB951
40070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB952
40070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB404
40070080,Deutsche Bank,DEUTDE3B400
40070080,Deutsche Bank,DEUTDE3B442
40070080,Deutsche Bank,DEUTDE3B443
40070080,Deutsche Bank,DEUTDE3B441
40070080,Deutsche Bank,DEUTDE3B404
40070080,Deutsche Bank,DEUTDE3B440
40080040,Commerzbank vormals Dresdner Bank,DRESDEFF400
40080040,Commerzbank vormals Dresdner Bank,
40080040,Commerzbank vormals Dresdner Bank,
40080040,Commerzbank vormals Dresdner Bank,
40080040,Commerzbank vormals Dresdner Bank,
40080040,Commerzbank vormals Dresdner Bank,
40080085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1",DRESDEFFI68
40090900,PSD Bank Westfalen-Lippe,GENODEF1P15
40150001,Helaba Düsseldorf Gf Verrechnung FI-Münster,
40153768,Verbundsparkasse Emsdetten Ochtrup,WELADED1EMS
40153768,Verbundsparkasse Emsdetten Ochtrup,
40154006,Sparkasse Gronau,WELADED1GRO
40154476,Stadtsparkasse Lengerich,WELADED1LEN
40154530,Sparkasse Westmünsterland,WELADE3WXXX
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154530,Sparkasse Westmünsterland,
40154702,Stadtsparkasse Stadtlohn,WELADED1STL
40160050,Volksbank Münster,GENODEM1MSC
40160050,Volksbank Münster (Gf P2),
40160050,Volksbank Münster Filiale Alverskirchen,
40160050,Volksbank Münster Ndl Albersloh,
40160050,"Volksbank Münster, Filiale Bösensell",
40163720,Volksbank Nordmünsterland,GENODEM1SEE
40163720,Volksbank Nordmünsterland,
40163720,Volksbank Nordmünsterland,
40163720,Volksbank Nordmünsterland,
40163720,Volksbank Nordmünsterland (Gf P2),
40164024,Volksbank Gronau-Ahaus,GENODEM1GRN
40164024,Volksbank Ahaus Ndl. der VB Gronau-Ahaus,
40164024,Volksbank Gronau-Ahaus (Gf P2),
40164024,Volksbank Heek Ndl. der VB Gronau-Ahaus,
40164024,Volksbank Legden Ndl. der VB Gronau-Ahaus,
40164024,Volksbank Metelen Ndl. der VB Gronau-Ahaus,
40164024,Volksbank Schöppingen Ndl. der VB Gronau-Ahaus,
40164024,Volksbank Vreden Ndl der VB Gronau-Ahaus,
40164256,Volksbank Laer-Horstmar-Leer,GENODEM1LAE
40164256,Volksbank Laer-Horstmar-Leer,
40164256,Volksbank Laer-Horstmar-Leer (Gf P2),
40164352,Volksbank Nottuln,GENODEM1CNO
40164352,Volksbank Nottuln (Gf P2),
40164528,Volksbank Lüdinghausen-Olfen,GENODEM1LHN
40164528,Volksbank Lüdinghausen-Olfen,
40164528,Volksbank Lüdinghausen-Olfen (Gf P2),
40164618,Volksbank,GENODEM1OTR
40164618,Volksbank (Gf P2),
40164618,Volksbank Wettringen Zndl d VB Ochtrup,
40164901,Volksbank Gescher,GENODEM1GE1
40164901,Volksbank (Gf P2),
40165366,Volksbank Selm-Bork,GENODEM1SEM
40165366,Volksbank Altlünen Ndl d Volksbank Selm-Bork,
40165366,Volksbank Selm-Bork (Gf P2),
40166439,Volksbank Lengerich/Lotte -alt-,GENODEM1LLE
40166800,Volksbank Buldern -alt-,GENODEM1BUL
40300000,Bundesbank eh Rheine,MARKDEF1403
40340030,Commerzbank,COBADEFF403
40340030,Commerzbank,COBADEFF406
40350005,Stadtsparkasse Rheine,WELADED1RHN
40351060,Kreissparkasse Steinfurt,WELADED1STF
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351060,Kreissparkasse Steinfurt,
40351220,Sparkasse Steinfurt -alt-,WELADED1IBB
40361627,Volksbank Westerkappeln-Wersen,GENODEM1WKP
40361627,Volksbank Westerkappeln-Wersen,
40361627,Volksbank Westerkappeln-Wersen (Gf P2),
40361906,Volksbank Tecklenburger Land,GENODEM1IBB
40361906,Volksbank Tecklenburger Land,
40361906,Volksbank Tecklenburger Land,
40361906,Volksbank Tecklenburger Land,
40361906,Volksbank Tecklenburger Land,
40361906,Volksbank Tecklenburger Land,
40361906,Volksbank Tecklenburger Land,
40361906,Volksbank Tecklenburger Land,
40361906,Volksbank Tecklenburger Land,
40361906,Volksbank Tecklenburger Land,
40361906,Volksbank Tecklenburger Land,
40361906,Volksbank Tecklenburger Land (Gf P2),
40363433,Volksbank Hörstel -alt-,GENODEM1HRL
40370024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB403
40370024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB405
40370024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB406
40370024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB401
40370024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB407
40370024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB408
40370024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB409
40370079,Deutsche Bank,DEUTDE3B403
40370079,Deutsche Bank,DEUTDE3B406
40370079,Deutsche Bank,DEUTDE3B405
40370079,Deutsche Bank,DEUTDE3B401
40370079,Deutsche Bank,DEUTDE3B409
40370079,Deutsche Bank,DEUTDE3B408
40370079,Deutsche Bank,DEUTDE3B407
41000000,Bundesbank eh Hamm,MARKDEF1410
41010111,SEB,ESSEDE5F410
41010111,SEB,ESSEDE5F411
41040018,Commerzbank,COBADEFF410
41040018,Commerzbank,COBADEFF412
41041000,ZTB der Commerzbank,COBADEFFZTB
41050095,Sparkasse Hamm,WELADED1HAM
41051605,Stadtsparkasse Werne,WELADED1WRN
41051845,Sparkasse Bergkamen-Bönen,WELADED1BGK
41051845,Sparkasse Bergkamen-Bönen,
41060120,Volksbank Hamm,GENODEM1HMM
41060120,Volksbank Hamm (Gf P2),
41061011,Spar- und Darlehnskasse Bockum-Hövel,GENODEM1HBH
41061011,Spar- und Darlehnskasse Bockum-Hövel (Gf P2),
41061903,BAG Bankaktiengesellschaft,GENODEM1BAG
41062215,Volksbank Bönen,GENODEM1BO1
41062215,Volksbank Bönen (Gf P2),
41070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB410
41070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB412
41070049,Deutsche Bank,DEUTDEDE410
41070049,Deutsche Bank,DEUTDEDE412
41240048,Commerzbank,COBADEFF941
41250035,Sparkasse Beckum-Wadersloh,WELADED1BEK
41250035,Sparkasse Beckum-Wadersloh,
41260006,Volksbank Beckum,GENODEM1BEK
41260006,Volksbank Beckum,
41260006,Volksbank Beckum,
41260006,Volksbank Beckum,
41260006,Volksbank Beckum,
41260006,Volksbank Beckum (Gf P2),
41261324,Volksbank Enniger-Ostenfelde-Westkirchen,GENODEM1EOW
41261324,Volksbank Enniger-Ostenfelde-Westkirchen (Gf P2),
41261419,Volksbank Oelde-Ennigerloh-Neubeckum,GENODEM1OEN
41261419,Volksbank Oelde-Ennigerloh-Neubeckum,
41261419,Volksbank Oelde-Ennigerloh-Neubeckum,
41261419,Volksbank Oelde-Ennigerloh-Neubeckum (Gf P2),
41262501,Volksbank Ahlen-Sassenberg-Warendorf,GENODEM1AHL
41262501,Volksbank Ahlen-Sassenberg-Warendorf,
41262501,Volksbank Ahlen-Sassenberg-Warendorf,
41262501,Volksbank Ahlen-Sassenberg-Warendorf,
41262501,Volksbank Ahlen-Sassenberg-Warendorf (Gf P2),
41262621,Vereinigte Volksbank Telgte,GENODEM1SDH
41262621,Vereinigte Volksbank Telgte,
41262621,Vereinigte Volksbank Telgte,
41262621,Vereinigte Volksbank Telgte,
41262621,Vereinigte Volksbank Telgte,
41262621,Vereinigte Volksbank Telgte,
41262621,Vereinigte Volksbank Telgte,
41262621,Vereinigte Volksbank Telgte (Gf P2),
41280043,Commerzbank vormals Dresdner Bank,DRESDEFF413
41280043,Commerzbank vormals Dresdner Bank,
41280043,Commerzbank vormals Dresdner Bank,
41440018,Commerzbank,COBADEFF414
41450075,Sparkasse Soest,WELADED1SOS
41450075,Sparkasse Soest,
41450075,Sparkasse Soest,
41450075,Sparkasse Soest,
41450075,Sparkasse Soest,
41451750,Sparkasse Werl,WELADED1WRL
41451750,Sparkasse Werl,
41451750,Sparkasse Werl,
41460116,Volksbank Hellweg,GENODEM1SOE
41460116,Volksbank Hellweg,
41460116,Volksbank Hellweg,
41460116,Volksbank Hellweg,
41460116,Volksbank Hellweg (Gf P2),
41460116,Volksbank Hellweg Ndl Werl,
41460116,Volksbank Hellweg Zw Körbecke,
41462295,Volksbank Wickede (Ruhr),GENODEM1WRU
41462295,Volksbank Wickede (Ruhr) (Gf P2),
41650001,Sparkasse Lippstadt,WELADED1LIP
41651770,Sparkasse Hochsauerland,WELADED1HSL
41651815,Sparkasse Erwitte-Anröchte,WELADED1ERW
41651815,Sparkasse Erwitte-Anröchte,
41651965,Sparkasse Geseke,WELADED1GES
41652560,Sparkasse Warstein-Rüthen -alt-,WELADED1WAR
41660124,Volksbank Lippstadt,GENODEM1LPS
41660124,Volksbank Geseke Zndl d VB Lippstadt,
41660124,Volksbank Lippstadt (Gf P2),
41660124,Volksbank Lippstadt Zw Erwitte,
41661206,Volksbank Anröchte,GENODEM1ANR
41661206,Volksbank Anröchte (Gf P2),
41661206,Volksbank Horn Ndl d VB Anröchte,
41661206,Volksbank Rüthen Ndl der Volksbank Anröchte,
41661504,Volksbank Benninghausen -alt-,GENODEM1LBH
41661504,Volksbank Benninghausen (Gf P2),
41661719,Volksbank Brilon -alt-,GENODEM1BRI
41661719,Volksbank Brilon (Gf P2),
41662465,Volksbank Störmede,GENODEM1SGE
41662465,Volksbank Störmede (Gf P2),
41662557,Volksbank Warstein-Belecke -alt-,GENODEM1WST
41663335,Volksbank Hörste,GENODEM1HOE
41663335,Volksbank Hörste (Gf P2),
41670024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB416
41670024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB417
41670024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB414
41670024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB418
41670027,Deutsche Bank,DEUTDE3B416
41670028,Deutsche Bank,DEUTDE3B417
41670029,Deutsche Bank,DEUTDE3B414
41670030,Deutsche Bank,DEUTDE3B418
42000000,Bundesbank eh Gelsenkirchen,MARKDEF1420
42010111,SEB,ESSEDE5F420
42030600,Isbank Fil Gelsenkirchen,ISBKDEFXGEL
42040040,Commerzbank,COBADEFF420
42040040,Commerzbank Fil. Herten-Westerholt,COBADEFF421
42050001,Sparkasse Gelsenkirchen,WELADED1GEK
42070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB420
42070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB422
42070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB423
42070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB424
42070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB366
42070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB426
42070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB425
42070024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB421
42070062,Deutsche Bank,DEUTDEDE420
42070062,Deutsche Bank,DEUTDEDE384
42070062,Deutsche Bank,DEUTDEDE422
42070062,Deutsche Bank,DEUTDEDE424
42070062,Deutsche Bank,DEUTDEDE423
42070062,Deutsche Bank,DEUTDEDE425
42070062,Deutsche Bank,DEUTDEDE426
42070062,Deutsche Bank,DEUTDEDE421
42080082,Commerzbank vormals Dresdner Bank,DRESDEFF420
42260001,Volksbank Ruhr Mitte,GENODEM1GBU
42260001,Volksbank Ruhr Mitte,
42260001,Volksbank Ruhr Mitte,
42260001,Volksbank Ruhr Mitte,
42260001,Volksbank Ruhr Mitte,
42260001,Volksbank Ruhr Mitte,
42260001,Volksbank Ruhr Mitte,
42260001,Volksbank Ruhr Mitte (Gf P2),
42450040,Stadtsparkasse Gladbeck,WELADED1GLA
42451220,Sparkasse Bottrop,WELADED1BOT
42461435,Volksbank Kirchhellen,GENODEM1KIH
42461435,Volksbank Kirchhellen (Gf P2),
42600000,Bundesbank eh Recklinghausen,MARKDEF1426
42610112,SEB,ESSEDE5F426
42610112,SEB,ESSEDE5F427
42640048,Commerzbank,COBADEFF426
42650150,Sparkasse Vest Recklinghausen,WELADED1REK
42650150,Sparkasse Vest Recklinghausen,
42650150,Sparkasse Vest Recklinghausen,
42650150,Sparkasse Vest Recklinghausen,
42650150,Sparkasse Vest Recklinghausen,
42650150,Sparkasse Vest Recklinghausen,
42650150,Sparkasse Vest Recklinghausen,
42650150,Sparkasse Vest Recklinghausen,
42651315,Stadtsparkasse Haltern am See,WELADED1HAT
42661008,Volksbank Marl-Recklinghausen,GENODEM1MRL
42661008,Volksbank Marl-Recklinghausen (Gf P2),
42661008,Volksbank Marl-Recklinghausen Zw,
42661330,Volksbank Haltern,GENODEM1HLT
42661330,Volksbank Haltern (Gf P2),
42661522,Volksbank Herten-Westerholt -alt-,GENODEM1HWE
42661522,Volksbank Herten-Westerholt,
42661717,Volksbank Waltrop,GENODEM1WLW
42661717,Volksbank Datteln Zndl d VB Waltrop,
42661717,Volksbank Henrichenburg Zndl d VB Waltrop,
42661717,Volksbank Lünen u Brambauer Zndl d VB Waltrop,
42661717,Volksbank Oer-Erkenschwick Zndl d VB Waltrop,
